,_id,name,category_code,number_of_employees,founded_year,city,location,latitude,longitude,total_money_raised ($k)
15670,"{""$oid"": ""52cdef7e4bab8bd67529bac1""}",Breakaway Communications,public_relations,20.0,2004.0,London,"{'type': 'Point', 'coordinates': [-0.1379199, 51.5755277]}",51.5755277,-0.1379199,0.0
15671,"{""$oid"": ""52cdef7e4bab8bd67529babb""}",Corvil,other,100.0,2000.0,New York,"{'type': 'Point', 'coordinates': [-73.9711073, 40.7547187]}",40.7547187,-73.9711073,31500.0
15671,"{""$oid"": ""52cdef7e4bab8bd67529babb""}",Corvil,other,100.0,2000.0,London,"{'type': 'Point', 'coordinates': [-0.0828519, 51.5175331]}",51.5175331,-0.0828519,31500.0
15671,"{""$oid"": ""52cdef7e4bab8bd67529babb""}",Corvil,other,100.0,2000.0,Tokyo,,Invalid lat long,Invalid lat long,31500.0
15671,"{""$oid"": ""52cdef7e4bab8bd67529babb""}",Corvil,other,100.0,2000.0,Singapore,,Invalid lat long,Invalid lat long,31500.0
15671,"{""$oid"": ""52cdef7e4bab8bd67529babb""}",Corvil,other,100.0,2000.0,Dublin,,Invalid lat long,Invalid lat long,31500.0
15672,"{""$oid"": ""52cdef7e4bab8bd67529bac3""}",Omneon,games_video,,1998.0,Sunnyvale,,Invalid lat long,Invalid lat long,0.0
15673,"{""$oid"": ""52cdef7e4bab8bd67529bac6""}",indigloo,software,2.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15674,"{""$oid"": ""52cdef7e4bab8bd67529bac2""}",Nominum,network_hosting,,1999.0,Redwood City,,Invalid lat long,Invalid lat long,41000.0
15675,"{""$oid"": ""52cdef7e4bab8bd67529bac5""}",Tripwire,software,,1997.0,Portland,,Invalid lat long,Invalid lat long,0.0
15676,"{""$oid"": ""52cdef7e4bab8bd67529baca""}",Mogg,mobile,5.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15677,"{""$oid"": ""52cdef7e4bab8bd67529bac8""}",Ghostery,security,80.0,2008.0,New York,,Invalid lat long,Invalid lat long,0.0
15678,"{""$oid"": ""52cdef7e4bab8bd67529bac9""}",Contenture,ecommerce,,2009.0,Portland,"{'type': 'Point', 'coordinates': [-122.670399, 45.523875]}",45.523875,-122.670399,0.0
15679,"{""$oid"": ""52cdef7e4bab8bd67529bacc""}",iAmaze (acquired by AOL),,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15680,"{""$oid"": ""52cdef7e4bab8bd67529bacb""}",Cowrite,other,4.0,2008.0,New York,"{'type': 'Point', 'coordinates': [-73.9836019, 40.7679235]}",40.7679235,-73.9836019,0.0
15681,"{""$oid"": ""52cdef7e4bab8bd67529bac4""}",Host Analytics,enterprise,,2001.0,Redwood City,,Invalid lat long,Invalid lat long,60900.0
15682,"{""$oid"": ""52cdef7e4bab8bd67529bac7""}",Shareaholic,web,,2009.0,Boston,"{'type': 'Point', 'coordinates': [-71.1032591, 42.3647559]}",42.3647559,-71.1032591,5460.0
15683,"{""$oid"": ""52cdef7e4bab8bd67529bacd""}",Exari Systems,software,,1999.0,Melbourne,,Invalid lat long,Invalid lat long,10000.0
15683,"{""$oid"": ""52cdef7e4bab8bd67529bacd""}",Exari Systems,software,,1999.0,Boston,,Invalid lat long,Invalid lat long,10000.0
15684,"{""$oid"": ""52cdef7e4bab8bd67529bacf""}",Envio Networks,ecommerce,,,Andover,"{'type': 'Point', 'coordinates': [-71.209952, 42.686954]}",42.686954,-71.209952,17000.0
15685,"{""$oid"": ""52cdef7e4bab8bd67529bad0""}",Dixon Technologies,hardware,,,Noida,"{'type': 'Point', 'coordinates': [77.3075616, 28.5864922]}",28.5864922,77.3075616,9350.0
15686,"{""$oid"": ""52cdef7e4bab8bd67529bace""}",Uplogix,enterprise,,2003.0,Austin,"{'type': 'Point', 'coordinates': [-97.7815663, 30.3752527]}",30.3752527,-97.7815663,42800.0
15687,"{""$oid"": ""52cdef7e4bab8bd67529bad2""}",AllClear ID,security,,2004.0,Austin,"{'type': 'Point', 'coordinates': [-97.7418001, 30.2708829]}",30.2708829,-97.7418001,9300.0
15688,"{""$oid"": ""52cdef7e4bab8bd67529bad3""}",Hebali,games_video,15.0,2006.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15689,"{""$oid"": ""52cdef7e4bab8bd67529bad1""}",Mobidia Technology,mobile,,2004.0,Richmond,"{'type': 'Point', 'coordinates': [-123.1072471, 49.1859246]}",49.1859246,-123.1072471,16100.0
15690,"{""$oid"": ""52cdef7e4bab8bd67529bad6""}",Spirofrog,,,,München,"{'type': 'Point', 'coordinates': [11.6019644, 48.1493571]}",48.1493571,11.6019644,0.0
15691,"{""$oid"": ""52cdef7e4bab8bd67529bad4""}",USMLEGalaxy,education,50.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15692,"{""$oid"": ""52cdef7e4bab8bd67529bad5""}",Aha Mobile,mobile,8.0,,Palo Alto,,Invalid lat long,Invalid lat long,3000.0
15693,"{""$oid"": ""52cdef7e4bab8bd67529bad7""}",Cleantech Europe,,,,Munich/Bavaria,,Invalid lat long,Invalid lat long,0.0
15693,"{""$oid"": ""52cdef7e4bab8bd67529bad7""}",Cleantech Europe,,,,Munich/Bavaria,,Invalid lat long,Invalid lat long,0.0
15694,"{""$oid"": ""52cdef7e4bab8bd67529bad8""}","Dance Channel TV, Inc",games_video,5.0,2008.0,North Hollywood,"{'type': 'Point', 'coordinates': [-118.3637264, 34.1658804]}",34.1658804,-118.3637264,0.0
15695,"{""$oid"": ""52cdef7e4bab8bd67529bada""}",Live2Support,software,35.0,2003.0,Long Island City,"{'type': 'Point', 'coordinates': [-73.9815793, 40.7488761]}",40.7488761,-73.9815793,0.0
15696,"{""$oid"": ""52cdef7e4bab8bd67529badb""}",BUSINEO,web,4.0,2007.0,Issy Les Moulineaux,"{'type': 'Point', 'coordinates': [2.2497852, 48.8208454]}",48.8208454,2.2497852,0.0
15697,"{""$oid"": ""52cdef7e4bab8bd67529badd""}",NewServers,network_hosting,11.0,2007.0,Fort Lauderdale,"{'type': 'Point', 'coordinates': [-80.1550199, 26.2031094]}",26.2031094,-80.1550199,0.0
15698,"{""$oid"": ""52cdef7e4bab8bd67529badf""}",Attassa,mobile,4.0,2007.0,Kirkland,,Invalid lat long,Invalid lat long,0.0
15699,"{""$oid"": ""52cdef7e4bab8bd67529bae1""}",NBCC,other,,,Tarrytown,,Invalid lat long,Invalid lat long,0.0
15700,"{""$oid"": ""52cdef7e4bab8bd67529bade""}",Statugle,web,1.0,2009.0,Chicago,"{'type': 'Point', 'coordinates': [-87.6531805, 41.9205483]}",41.9205483,-87.6531805,0.0
15701,"{""$oid"": ""52cdef7e4bab8bd67529bae0""}",StrataScale,network_hosting,40.0,2008.0,Sacramento,,Invalid lat long,Invalid lat long,0.0
15702,"{""$oid"": ""52cdef7e4bab8bd67529badc""}",KnowEm,web,30.0,2009.0,Morristown,,Invalid lat long,Invalid lat long,0.0
15703,"{""$oid"": ""52cdef7e4bab8bd67529bad9""}",Provide Support,software,,2003.0,New York,,Invalid lat long,Invalid lat long,0.0
15704,"{""$oid"": ""52cdef7e4bab8bd67529bae3""}",doctr,enterprise,10.0,,Potsdam,"{'type': 'Point', 'coordinates': [13.0627199, 52.4069988]}",52.4069988,13.0627199,0.0
15705,"{""$oid"": ""52cdef7e4bab8bd67529bae4""}",Cloud Hero,software,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15706,"{""$oid"": ""52cdef7e4bab8bd67529bae6""}",Clean Machine,software,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15707,"{""$oid"": ""52cdef7e4bab8bd67529bae5""}",StreamTheWorld,games_video,65.0,2005.0,MontrÃ©al,"{'type': 'Point', 'coordinates': [-73.5767499, 45.4961227]}",45.4961227,-73.5767499,0.0
15707,"{""$oid"": ""52cdef7e4bab8bd67529bae5""}",StreamTheWorld,games_video,65.0,2005.0,Lausanne,"{'type': 'Point', 'coordinates': [6.6328274, 46.5206291]}",46.5206291,6.6328274,0.0
15708,"{""$oid"": ""52cdef7e4bab8bd67529bae2""}",Helpful Technologies,cleantech,17.0,2008.0,Ft. Lauderdale,"{'type': 'Point', 'coordinates': [-80.1510951, 26.2032036]}",26.2032036,-80.1510951,18700.0
15708,"{""$oid"": ""52cdef7e4bab8bd67529bae2""}",Helpful Technologies,cleantech,17.0,2008.0,Rochester,,Invalid lat long,Invalid lat long,18700.0
15708,"{""$oid"": ""52cdef7e4bab8bd67529bae2""}",Helpful Technologies,cleantech,17.0,2008.0,Princeton,,Invalid lat long,Invalid lat long,18700.0
15708,"{""$oid"": ""52cdef7e4bab8bd67529bae2""}",Helpful Technologies,cleantech,17.0,2008.0,Fort Lauderdale,,Invalid lat long,Invalid lat long,18700.0
15709,"{""$oid"": ""52cdef7e4bab8bd67529baeb""}",kontoblick,web,10.0,,Munich,"{'type': 'Point', 'coordinates': [11.6120973, 48.1234082]}",48.1234082,11.6120973,0.0
15710,"{""$oid"": ""52cdef7e4bab8bd67529baec""}",Remodel Connect,other,2.0,2009.0,Denver,"{'type': 'Point', 'coordinates': [-104.8571368, 39.5633544]}",39.5633544,-104.8571368,0.0
15711,"{""$oid"": ""52cdef7e4bab8bd67529bae7""}",HauteLook,fashion,200.0,2007.0,Los Angeles,,Invalid lat long,Invalid lat long,41000.0
15712,"{""$oid"": ""52cdef7e4bab8bd67529baef""}",Interead,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15713,"{""$oid"": ""52cdef7e4bab8bd67529baf0""}",Port Wireless,hardware,,2006.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15714,"{""$oid"": ""52cdef7e4bab8bd67529baea""}",Glympse,messaging,20.0,2008.0,Seattle,"{'type': 'Point', 'coordinates': [-122.3350847, 47.6220245]}",47.6220245,-122.3350847,7500.0
15715,"{""$oid"": ""52cdef7e4bab8bd67529baf1""}",SpinalMotion,biotech,,2004.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.108719, 37.406621]}",37.406621,-122.108719,500.0
15715,"{""$oid"": ""52cdef7e4bab8bd67529baf1""}",SpinalMotion,biotech,,2004.0,Fairfax,"{'type': 'Point', 'coordinates': [-77.306808, 38.843468]}",38.843468,-77.306808,500.0
15716,"{""$oid"": ""52cdef7e4bab8bd67529baed""}",Gold Circle Films,,,,Santa Monica,,Invalid lat long,Invalid lat long,0.0
15717,"{""$oid"": ""52cdef7e4bab8bd67529bae9""}",Siklu,mobile,,2007.0,Petach Tikva,,Invalid lat long,Invalid lat long,31000.0
15718,"{""$oid"": ""52cdef7e4bab8bd67529baf2""}",Puget Energy,biotech,,,Bellevue,,Invalid lat long,Invalid lat long,0.0
15719,"{""$oid"": ""52cdef7e4bab8bd67529baf3""}",MergeOptics,public_relations,,2000.0,Berlin,"{'type': 'Point', 'coordinates': [13.2855038, 52.5836506]}",52.5836506,13.2855038,8260.0
15720,"{""$oid"": ""52cdef7e4bab8bd67529baee""}",Greenstone,consulting,,,London,,Invalid lat long,Invalid lat long,0.0
15721,"{""$oid"": ""52cdef7e4bab8bd67529baf6""}",Puget Holdings,other,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,London,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,San Francisco,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,New York,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Marousi,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Paris,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Moscow,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Sofia,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Beijing,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Mumbai,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Nicosia,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Dublin,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Los Angeles,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Shanghai,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,DÃ¼sseldorf,,Invalid lat long,Invalid lat long,32000.0
15722,"{""$oid"": ""52cdef7e4bab8bd67529bae8""}",Velti,mobile,,2001.0,Pozuelo de Alarcon,,Invalid lat long,Invalid lat long,32000.0
15723,"{""$oid"": ""52cdef7e4bab8bd67529baf7""}",GeoDigm,biotech,,2003.0,Chanhassen,"{'type': 'Point', 'coordinates': [-93.5626919, 44.8519606]}",44.8519606,-93.5626919,0.0
15724,"{""$oid"": ""52cdef7e4bab8bd67529baf4""}",Bradford Networks,security,,1999.0,Concord,"{'type': 'Point', 'coordinates': [-71.49001, 43.214611]}",43.214611,-71.49001,13000.0
15725,"{""$oid"": ""52cdef7e4bab8bd67529bafa""}",Ecolab,biotech,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15726,"{""$oid"": ""52cdef7e4bab8bd67529baf9""}",CORPAK MedSystems,biotech,,,Wheeling,"{'type': 'Point', 'coordinates': [-87.918273, 42.1302189]}",42.1302189,-87.918273,0.0
15727,"{""$oid"": ""52cdef7e4bab8bd67529baf5""}",Qosmos,software,45.0,2000.0,Paris,,Invalid lat long,Invalid lat long,42600.0
15728,"{""$oid"": ""52cdef7e4bab8bd67529bafc""}",Quality Copperworks LLC,other,100.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15729,"{""$oid"": ""52cdef7e4bab8bd67529baff""}",Tipstar,ecommerce,6.0,2007.0,Gateshead,,Invalid lat long,Invalid lat long,187.5
15730,"{""$oid"": ""52cdef7e4bab8bd67529baf8""}",Sand 9,mobile,,2007.0,Cambridge,"{'type': 'Point', 'coordinates': [-71.1068046, 42.3488891]}",42.3488891,-71.1068046,70200.0
15731,"{""$oid"": ""52cdef7e4bab8bd67529bafd""}",CitySwift,web,2.0,,Sittingbourne,,Invalid lat long,Invalid lat long,0.0
15732,"{""$oid"": ""52cdef7e4bab8bd67529bafb""}",SmallRivers,web,,2008.0,Lausanne,,Invalid lat long,Invalid lat long,5100.0
15733,"{""$oid"": ""52cdef7e4bab8bd67529bafe""}",WHITES Systems Online Shoppe,ecommerce,10.0,2006.0,"Kochi, Kerala State",,Invalid lat long,Invalid lat long,0.0
15734,"{""$oid"": ""52cdef7e4bab8bd67529bb03""}",Thumbslap,games_video,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15735,"{""$oid"": ""52cdef7e4bab8bd67529bb01""}",Maxscend Technologies,semiconductor,,2006.0,Shanghai,,Invalid lat long,Invalid lat long,12000.0
15736,"{""$oid"": ""52cdef7e4bab8bd67529bb02""}",Playfire,games_video,,2007.0,NoOffice,,Invalid lat long,Invalid lat long,2100.0
15737,"{""$oid"": ""52cdef7e4bab8bd67529bb04""}",Metis Technologies,enterprise,,,Netanya,,Invalid lat long,Invalid lat long,8000.0
15738,"{""$oid"": ""52cdef7e4bab8bd67529bb06""}",Theraplay,biotech,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15739,"{""$oid"": ""52cdef7e4bab8bd67529bb08""}",Mobile Devices,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15740,"{""$oid"": ""52cdef7e4bab8bd67529bb05""}",Miyowa,mobile,70.0,2003.0,San Francisco,,Invalid lat long,Invalid lat long,10900.0
15741,"{""$oid"": ""52cdef7e4bab8bd67529bb0b""}",sAGE qUEST,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15742,"{""$oid"": ""52cdef7e4bab8bd67529bb09""}",GPS Insight,,,2004.0,Scottsdale,,Invalid lat long,Invalid lat long,0.0
15743,"{""$oid"": ""52cdef7e4bab8bd67529bb00""}",Unitrends Software,software,200.0,1989.0,Columbia,"{'type': 'Point', 'coordinates': [-80.963732, 34.10057]}",34.10057,-80.963732,20600.0
15744,"{""$oid"": ""52cdef7e4bab8bd67529bb0a""}",Silentsoft,enterprise,,,Morges,"{'type': 'Point', 'coordinates': [6.4996426, 46.5112294]}",46.5112294,6.4996426,4130.0
15745,"{""$oid"": ""52cdef7e4bab8bd67529bb0e""}",Specialty Capital,consulting,30.0,2003.0,Garden City Beach,"{'type': 'Point', 'coordinates': [-78.999391, 33.577569]}",33.577569,-78.999391,0.0
15745,"{""$oid"": ""52cdef7e4bab8bd67529bb0e""}",Specialty Capital,consulting,30.0,2003.0,Surfside Beach,"{'type': 'Point', 'coordinates': [-78.8867, 33.6889]}",33.6889,-78.8867,0.0
15746,"{""$oid"": ""52cdef7e4bab8bd67529bb10""}",TR Design,public_relations,9.0,1984.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15747,"{""$oid"": ""52cdef7e4bab8bd67529bb0f""}",Business Integrity,software,,,New York,,Invalid lat long,Invalid lat long,0.0
15747,"{""$oid"": ""52cdef7e4bab8bd67529bb0f""}",Business Integrity,software,,,London,,Invalid lat long,Invalid lat long,0.0
15748,"{""$oid"": ""52cdef7e4bab8bd67529bb07""}",QD Vision,nanotech,21.0,2004.0,Watertown,"{'type': 'Point', 'coordinates': [-71.1998364, 42.3678629]}",42.3678629,-71.1998364,78000.0
15749,"{""$oid"": ""52cdef7e4bab8bd67529bb12""}",Port City Color Copy,other,,2008.0,Wilmington,"{'type': 'Point', 'coordinates': [-77.924172, 34.225933]}",34.225933,-77.924172,0.0
15750,"{""$oid"": ""52cdef7e4bab8bd67529bb0d""}",Razorsight,software,190.0,2001.0,Reston,"{'type': 'Point', 'coordinates': [-77.367981, 38.872668]}",38.872668,-77.367981,34000.0
15751,"{""$oid"": ""52cdef7e4bab8bd67529bb11""}",Karniyarik,search,4.0,,Ankara,,Invalid lat long,Invalid lat long,0.0
15752,"{""$oid"": ""52cdef7e4bab8bd67529bb0c""}",SensorLogic,enterprise,38.0,2002.0,Addison,"{'type': 'Point', 'coordinates': [-96.823641, 32.958634]}",32.958634,-96.823641,19000.0
15753,"{""$oid"": ""52cdef7e4bab8bd67529bb15""}",PennySMS,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15754,"{""$oid"": ""52cdef7e4bab8bd67529bb14""}",CinemaKi,games_video,6.0,2008.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15754,"{""$oid"": ""52cdef7e4bab8bd67529bb14""}",CinemaKi,games_video,6.0,2008.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15754,"{""$oid"": ""52cdef7e4bab8bd67529bb14""}",CinemaKi,games_video,6.0,2008.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15755,"{""$oid"": ""52cdef7e4bab8bd67529bb16""}",ewa-marine,hardware,21.0,1947.0,Geretsried,"{'type': 'Point', 'coordinates': [11.4629601, 47.8854302]}",47.8854302,11.4629601,0.0
15756,"{""$oid"": ""52cdef7e4bab8bd67529bb13""}",DP7 Digital,software,6.0,2009.0,Sao Paulo,"{'type': 'Point', 'coordinates': [-46.6773686, -23.5815208]}",-23.5815208,-46.6773686,100.0
15756,"{""$oid"": ""52cdef7e4bab8bd67529bb13""}",DP7 Digital,software,6.0,2009.0,Florianopolis,"{'type': 'Point', 'coordinates': [-48.5483418, -27.5995476]}",-27.5995476,-48.5483418,100.0
15757,"{""$oid"": ""52cdef7e4bab8bd67529bb18""}",1000 Markets,ecommerce,,2009.0,NoOffice,,Invalid lat long,Invalid lat long,500.0
15758,"{""$oid"": ""52cdef7e4bab8bd67529bb19""}",Avatron Software,mobile,14.0,2008.0,Portland,"{'type': 'Point', 'coordinates': [-122.544532, 45.619318]}",45.619318,-122.544532,0.0
15759,"{""$oid"": ""52cdef7e4bab8bd67529bb1a""}",First Coverage,software,,2005.0,"Toronto, ON","{'type': 'Point', 'coordinates': [-79.3958388, 43.6878093]}",43.6878093,-79.3958388,14000.0
15759,"{""$oid"": ""52cdef7e4bab8bd67529bb1a""}",First Coverage,software,,2005.0,Boston,"{'type': 'Point', 'coordinates': [-71.053991, 42.356931]}",42.356931,-71.053991,14000.0
15760,"{""$oid"": ""52cdef7e4bab8bd67529bb1b""}",Bigfoot Networks,hardware,50.0,2006.0,Redwood City,"{'type': 'Point', 'coordinates': [-122.325129, 37.536402]}",37.536402,-122.325129,20800.0
15760,"{""$oid"": ""52cdef7e4bab8bd67529bb1b""}",Bigfoot Networks,hardware,50.0,2006.0,Austin,"{'type': 'Point', 'coordinates': [-97.748816, 30.42845]}",30.42845,-97.748816,20800.0
15760,"{""$oid"": ""52cdef7e4bab8bd67529bb1b""}",Bigfoot Networks,hardware,50.0,2006.0,Antwerp,,Invalid lat long,Invalid lat long,20800.0
15761,"{""$oid"": ""52cdef7e4bab8bd67529bb17""}",Playdom,games_video,,2008.0,Palo Alto,"{'type': 'Point', 'coordinates': [-122.076747, 37.393536]}",37.393536,-122.076747,76000.0
15761,"{""$oid"": ""52cdef7e4bab8bd67529bb17""}",Playdom,games_video,,2008.0,Solana Beach,,Invalid lat long,Invalid lat long,76000.0
15762,"{""$oid"": ""52cdef7e4bab8bd67529bb1e""}",Real World Holdings,,,1988.0,Corsham,,Invalid lat long,Invalid lat long,0.0
15763,"{""$oid"": ""52cdef7e4bab8bd67529bb1c""}",Firm58,software,,2005.0,Chicago,"{'type': 'Point', 'coordinates': [-87.6425816, 41.879641]}",41.879641,-87.6425816,19200.0
15763,"{""$oid"": ""52cdef7e4bab8bd67529bb1c""}",Firm58,software,,2005.0,New York,"{'type': 'Point', 'coordinates': [-73.988265, 40.766734]}",40.766734,-73.988265,19200.0
15764,"{""$oid"": ""52cdef7e4bab8bd67529bb20""}",PageMass,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15765,"{""$oid"": ""52cdef7e4bab8bd67529bb21""}",zappn,web,7.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15766,"{""$oid"": ""52cdef7e4bab8bd67529bb1d""}",TxVia,finance,,2006.0,New York,"{'type': 'Point', 'coordinates': [-73.978852, 40.753881]}",40.753881,-73.978852,55400.0
15767,"{""$oid"": ""52cdef7e4bab8bd67529bb22""}",Student Liberty Youth Magazine,web,2.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15768,"{""$oid"": ""52cdef7e4bab8bd67529bb23""}",The HeadShop Wigs Online,ecommerce,,2004.0,NoCity,,Invalid lat long,Invalid lat long,0.0
15769,"{""$oid"": ""52cdef7e4bab8bd67529bb24""}",CASE Audio,software,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15770,"{""$oid"": ""52cdef7e4bab8bd67529bb25""}",Flixxy,games_video,,2010.0,Clearwater,"{'type': 'Point', 'coordinates': [-82.800333, 27.972364]}",27.972364,-82.800333,0.0
15771,"{""$oid"": ""52cdef7e4bab8bd67529bb26""}",RequestFill,network_hosting,12.0,2007.0,San Jose,"{'type': 'Point', 'coordinates': [-121.928619, 37.396586]}",37.396586,-121.928619,0.0
15772,"{""$oid"": ""52cdef7e4bab8bd67529bb27""}",CafeCourses,web,1.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15773,"{""$oid"": ""52cdef7e4bab8bd67529bb28""}",Rank Explosion,search,10.0,2008.0,Lake Wales,"{'type': 'Point', 'coordinates': [-81.607259, 27.927025]}",27.927025,-81.607259,0.0
15774,"{""$oid"": ""52cdef7e4bab8bd67529bb29""}",Emmaus Designs,other,6.0,2001.0,Lake Wales,"{'type': 'Point', 'coordinates': [-81.607259, 27.927025]}",27.927025,-81.607259,0.0
15775,"{""$oid"": ""52cdef7e4bab8bd67529bb2a""}",Minyanville,web,,2001.0,New York,"{'type': 'Point', 'coordinates': [-73.971509, 40.755635]}",40.755635,-73.971509,2200.0
15776,"{""$oid"": ""52cdef7e4bab8bd67529bb2c""}",CASAMUNDO,ecommerce,120.0,2007.0,Hamburg,,Invalid lat long,Invalid lat long,0.0
15777,"{""$oid"": ""52cdef7e4bab8bd67529bb2b""}",Transferr,enterprise,2.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15778,"{""$oid"": ""52cdef7e4bab8bd67529bb1f""}",SimpleGeo,advertising,25.0,2009.0,San Francisco,,Invalid lat long,Invalid lat long,9810.0
15779,"{""$oid"": ""52cdef7e4bab8bd67529bb2d""}",n3w media,consulting,,2002.0,Milton Keynes,,Invalid lat long,Invalid lat long,0.0
15780,"{""$oid"": ""52cdef7e4bab8bd67529bb2f""}",Stockcharts,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15781,"{""$oid"": ""52cdef7e4bab8bd67529bb2e""}",NetNewsDaily,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15782,"{""$oid"": ""52cdef7e4bab8bd67529bb30""}",Magnifi Online,advertising,,2006.0,Littleton,"{'type': 'Point', 'coordinates': [-117.1283599, 32.7845701]}",32.7845701,-117.1283599,0.0
15783,"{""$oid"": ""52cdef7e4bab8bd67529bb32""}",The Poxum Group,other,6.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15784,"{""$oid"": ""52cdef7e4bab8bd67529bb31""}",RocknRollDating,web,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15785,"{""$oid"": ""52cdef7e4bab8bd67529bb33""}",HiFi Headphones,hardware,5.0,2005.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15786,"{""$oid"": ""52cdef7e4bab8bd67529bb34""}",SourceMedia,other,800.0,,New York,,Invalid lat long,Invalid lat long,0.0
15787,"{""$oid"": ""52cdef7e4bab8bd67529bb35""}",DataFeedScripts,software,6.0,2007.0,Lynden,"{'type': 'Point', 'coordinates': [-122.4544302, 48.9423947]}",48.9423947,-122.4544302,0.0
15788,"{""$oid"": ""52cdef7e4bab8bd67529bb36""}",Linguos,web,,2006.0,Santa Clara,"{'type': 'Point', 'coordinates': [-121.967982, 37.352313]}",37.352313,-121.967982,0.0
15789,"{""$oid"": ""52cdef7e4bab8bd67529bb38""}",Professional Speech Processing Group of Siemens AG,software,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
15790,"{""$oid"": ""52cdef7e4bab8bd67529bb37""}",SVOX,mobile,,,Zurich,"{'type': 'Point', 'coordinates': [8.5025329, 47.3849885]}",47.3849885,8.5025329,0.0
15791,"{""$oid"": ""52cdef7e4bab8bd67529bb3c""}",fanqieshu,ecommerce,5.0,2009.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
15792,"{""$oid"": ""52cdef7e4bab8bd67529bb3a""}",Brabeion Software,software,,1990.0,NoOffice,,Invalid lat long,Invalid lat long,10100.0
15793,"{""$oid"": ""52cdef7e4bab8bd67529bb3d""}",BackTwounds,other,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
